task,pipeline,model,sampling_rate,outer_fold,inner_fold,learning_rate,channels,window,accuracy_unbalanced,accuracy_weighted,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1score_micro,f1score_macro,f1score_weighted,rocauc_micro,rocauc_macro,rocauc_weighted,cohen_kappa
pds,raw,egn,125,10,4,0.0001,61,4,0.47479484173505276,0.47316678501996484,0.47479484173505276,0.474656683269013,0.5024265349430067,0.47479484173505276,0.47316678501996484,0.47479484173505276,0.47479484173505276,0.46732682100004463,0.4821889216707045,0.46906904459785104,0.46906904459785104,0.46906904459785104,-0.05070056969403702
pds,raw,egn,125,1,5,0.0001,61,4,0.4797297297297297,0.46930987017894255,0.4797297297297297,0.47101822352491396,0.5016490034063629,0.4797297297297297,0.46930987017894255,0.4797297297297297,0.4797297297297297,0.4664682993820096,0.4871182409234595,0.40056678632155684,0.40056678632155684,0.40056678632155684,-0.05868691195672926
pds,raw,egn,125,2,5,0.0001,61,4,0.5090715048025614,0.5161054698725931,0.5090715048025614,0.5153686183097947,0.5399630050267252,0.5090715048025614,0.5161054698725931,0.5090715048025614,0.5090715048025614,0.5057336819411954,0.5147067901529196,0.4887632915030175,0.4887632915030175,0.4887632915030175,0.030260760006299514
pds,raw,egn,125,3,5,0.0001,61,4,0.5435501653803748,0.5384673087886698,0.5435501653803748,0.5376063361689645,0.5510021303618445,0.5435501653803748,0.5384673087886698,0.5435501653803748,0.5435501653803748,0.5368613462790836,0.5461275085203219,0.5324111581200428,0.5324111581200428,0.5324111581200428,0.07573363264462196
pds,raw,egn,125,4,5,0.0001,61,4,0.43958573072497126,0.46456500488758556,0.43958573072497126,0.4640023923175012,0.4852392096096086,0.43958573072497126,0.46456500488758556,0.43958573072497126,0.43958573072497126,0.43944023895147455,0.4374968845483406,0.4653536834621878,0.4653536834621878,0.4653536834621878,-0.06417171465715166
pds,raw,egn,125,5,5,0.0001,61,4,0.4723360655737705,0.4856471730208318,0.4723360655737705,0.48710458578879634,0.5411439438483227,0.4723360655737705,0.4856471730208318,0.4723360655737705,0.4723360655737705,0.4646427099320791,0.4858158767408365,0.5235294949180815,0.5235294949180815,0.5235294949180815,-0.024842187678405292
pds,raw,egn,125,6,5,0.0001,61,4,0.5719139297848245,0.5708964443012139,0.5719139297848245,0.5678233033255231,0.5896789361223619,0.5719139297848245,0.5708964443012139,0.5719139297848245,0.5719139297848245,0.5650405020798366,0.5766200604657172,0.48025029541304115,0.48025029541304115,0.48025029541304115,0.13657999027348067
pds,raw,egn,125,7,5,0.0001,61,4,0.5330444203683641,0.5366333725029377,0.5330444203683641,0.5351445803506003,0.5558145759652414,0.5330444203683641,0.5366333725029377,0.5330444203683641,0.5330444203683641,0.5291446170016085,0.5378263221156953,0.5223168820994908,0.5223168820994908,0.5223168820994908,0.06996757383556873
pds,raw,egn,125,8,5,0.0001,61,4,0.526060606060606,0.5266203703703705,0.526060606060606,0.524536253350261,0.5636613062491184,0.526060606060606,0.5266203703703705,0.526060606060606,0.526060606060606,0.515816728582686,0.535536192727682,0.5353726660544842,0.5353726660544842,0.5353726660544842,0.04921700223713643
pds,raw,egn,125,9,5,0.0001,61,4,0.5143513203214696,0.5331416396833963,0.5143513203214696,0.531655730839034,0.5637502358160549,0.5143513203214696,0.5331416396833963,0.5143513203214696,0.5143513203214696,0.5127456387102406,0.5197142969029745,0.5358427774779636,0.5358427774779636,0.5358427774779636,0.060155861382855336
pds,raw,egn,125,10,5,0.0001,61,4,0.4525205158264947,0.4621599282895426,0.4525205158264947,0.46390258528784645,0.4908178318964547,0.4525205158264947,0.4621599282895426,0.4525205158264947,0.4525205158264947,0.4499775628413037,0.4587902102555001,0.4430507211790317,0.4430507211790317,0.4430507211790317,-0.06983808114473877
slp,flt,egn,125,1,1,0.001,61,4,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6987732848705135,0.6987732848705134,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.6285714285714286,0.5926005515561764,0.5926005515561764,0.7045913832199546,0.7045913832199546,0.7045913832199546,0.2571428571428571
slp,flt,egn,125,2,1,0.001,61,4,0.5754352030947776,0.5693909626719057,0.5754352030947776,0.6795688720173536,0.67751191065592,0.5754352030947776,0.5693909626719057,0.5754352030947776,0.5754352030947776,0.49484468393155023,0.49796683479501674,0.6184488726728412,0.6184488726728412,0.6184488726728412,0.1404512041325663
slp,flt,egn,125,3,1,0.001,61,4,0.6819047619047619,0.6819047619047619,0.6819047619047619,0.6843121036669424,0.6843121036669423,0.6819047619047619,0.6819047619047619,0.6819047619047619,0.6819047619047619,0.6808626808626809,0.6808626808626809,0.7388299319727891,0.7388299319727891,0.7388299319727891,0.3638095238095238
slp,flt,egn,125,4,1,0.001,61,4,0.506268081002893,0.5088504464285715,0.506268081002893,0.510655737704918,0.510789319759078,0.506268081002893,0.5088504464285715,0.506268081002893,0.506268081002893,0.4857784837097586,0.4844916974063251,0.5695684523809523,0.5695684523809523,0.5695684523809523,0.01760722347629784
slp,flt,egn,125,5,1,0.001,61,4,0.6775431861804223,0.6765220595007829,0.6775431861804223,0.690249006317478,0.6898859828849908,0.6775431861804223,0.6765220595007829,0.6775431861804223,0.6775431861804223,0.6712649808267952,0.6716137700131077,0.66337293911762,0.66337293911762,0.66337293911762,0.35375312406554904
slp,flt,egn,125,6,1,0.001,61,4,0.6529100529100529,0.6510204081632653,0.6529100529100529,0.6527718540432135,0.6528170592800302,0.6529100529100529,0.6510204081632653,0.6529100529100529,0.6529100529100529,0.6509396565703887,0.6519109787096596,0.7476878223816998,0.7476878223816998,0.7476878223816998,0.30289672544080604
slp,flt,egn,125,7,1,0.001,61,4,0.6460513796384396,0.6460981350715191,0.6460513796384396,0.6475147898704927,0.6475289977368233,0.6460513796384396,0.6460981350715191,0.6460513796384396,0.6460513796384396,0.6452159709618874,0.6451995903996022,0.7211080934274849,0.7211080934274849,0.7211080934274849,0.2921687619489022
slp,flt,egn,125,8,1,0.001,61,4,0.5570599613152805,0.5603667321545514,0.5570599613152805,0.5736971707120961,0.5743021601447076,0.5570599613152805,0.5603667321545514,0.5570599613152805,0.5570599613152805,0.5376230702237428,0.536156135047023,0.723667321545514,0.723667321545514,0.723667321545514,0.11991495972852517
slp,flt,egn,125,9,1,0.001,61,4,0.5108514190317195,0.51020624303233,0.5108514190317195,0.5253544920793176,0.5253231679474654,0.5108514190317195,0.51020624303233,0.5108514190317195,0.5108514190317195,0.42452381655010046,0.424895918284935,0.5383612040133778,0.5383612040133778,0.5383612040133778,0.020438803587674248
slp,flt,egn,125,10,1,0.001,61,4,0.5465898174831892,0.5445791805094131,0.5465898174831892,0.5569340071848157,0.5567420531491154,0.5465898174831892,0.5445791805094131,0.5465898174831892,0.5465898174831892,0.5195409671918269,0.5205265528299737,0.5499261720191952,0.5499261720191952,0.5499261720191952,0.08951224664509749
slp,flt,egn,125,1,2,0.001,61,4,0.7076190476190476,0.7076190476190476,0.7076190476190476,0.7137622149837133,0.7137622149837134,0.7076190476190476,0.7076190476190476,0.7076190476190476,0.7076190476190477,0.7055032117371155,0.7055032117371155,0.7747736961451246,0.7747736961451246,0.7747736961451246,0.4152380952380952
slp,flt,egn,125,2,2,0.001,61,4,0.6150870406189555,0.6149649172046029,0.6150870406189555,0.6149804071275389,0.6150657139206722,0.6150870406189555,0.6149649172046029,0.6150870406189555,0.6150870406189555,0.6149703601688572,0.6150740761245003,0.675060342408083,0.675060342408083,0.675060342408083,0.22994360219902776
slp,flt,egn,125,3,2,0.001,61,4,0.5342857142857143,0.5342857142857143,0.5342857142857143,0.5380434782608696,0.5380434782608695,0.5342857142857143,0.5342857142857143,0.5342857142857143,0.5342857142857143,0.5224942456580874,0.5224942456580874,0.6133841269841269,0.6133841269841269,0.6133841269841269,0.06857142857142862
slp,flt,egn,125,4,2,0.001,61,4,0.6152362584378014,0.6127213541666667,0.6152362584378014,0.6346931789892956,0.6340895036499891,0.6152362584378014,0.6127213541666667,0.6152362584378014,0.6152362584378014,0.5977857769854178,0.5988360374432001,0.6216889880952381,0.6216889880952381,0.6216889880952381,0.22655483296913237
slp,flt,egn,125,5,2,0.001,61,4,0.46449136276391556,0.4652261213963341,0.46449136276391556,0.46389816440420595,0.4638744364698175,0.46449136276391556,0.4652261213963341,0.46449136276391556,0.46449136276391556,0.45990703619346285,0.45952500897925846,0.5578041816339689,0.5578041816339689,0.5578041816339689,-0.06944132783502122
slp,flt,egn,125,6,2,0.001,61,4,0.5481481481481482,0.5400313971742543,0.5481481481481482,0.5496429048191163,0.5495174456261093,0.5481481481481482,0.5400313971742543,0.5481481481481482,0.5481481481481482,0.5207370042603531,0.5249820929155425,0.6103162143978471,0.6103162143978471,0.6103162143978471,0.08128137700215166
slp,flt,egn,125,7,2,0.001,61,4,0.5461465271170314,0.5463733478182148,0.5461465271170314,0.5600093720712278,0.5600370424204378,0.5461465271170314,0.5463733478182148,0.5461465271170314,0.5461465271170314,0.5189266683363705,0.5188177889012477,0.632880680789426,0.632880680789426,0.632880680789426,0.09270456482750011
slp,flt,egn,125,8,2,0.001,61,4,0.5647969052224371,0.5678360931799046,0.5647969052224371,0.580038413139943,0.5806420372158838,0.5647969052224371,0.5678360931799046,0.5647969052224371,0.5647969052224371,0.5489181014425314,0.5476085093782093,0.7297558237440359,0.7297558237440359,0.7297558237440359,0.13482456629664752
slp,flt,egn,125,9,2,0.001,61,4,0.511686143572621,0.5113879598662208,0.511686143572621,0.5130541045670196,0.5130477122259243,0.511686143572621,0.5113879598662208,0.511686143572621,0.511686143572621,0.4954351361683654,0.49558630833026546,0.5298467112597548,0.5298467112597548,0.5298467112597548,0.022789448585698868
slp,flt,egn,125,10,2,0.001,61,4,0.5485110470701249,0.5485603543743078,0.5485110470701249,0.548562146996936,0.5486039560279632,0.5485110470701249,0.5485603543743078,0.5485110470701249,0.5485110470701249,0.5485106304444116,0.5485068808129924,0.587375415282392,0.587375415282392,0.587375415282392,0.09710457841997455
slp,flt,egn,125,1,3,0.001,61,4,0.72,0.72,0.72,0.7204607179084455,0.7204607179084453,0.72,0.72,0.72,0.72,0.7198536378189422,0.7198536378189422,0.7717260770975057,0.7717260770975057,0.7717260770975057,0.43999999999999995
slp,flt,egn,125,2,3,0.001,61,4,0.6760154738878144,0.6728094302554027,0.6760154738878144,0.7097138964577656,0.7084715582985047,0.6760154738878144,0.6728094302554027,0.6760154738878144,0.6760154738878144,0.6599121676218004,0.661057291622939,0.7867078304799328,0.7867078304799328,0.7867078304799328,0.34779497878013044
slp,flt,egn,125,3,3,0.001,61,4,0.5980952380952381,0.598095238095238,0.5980952380952381,0.6092861386979034,0.6092861386979034,0.5980952380952381,0.598095238095238,0.5980952380952381,0.5980952380952381,0.5875361638908436,0.5875361638908436,0.6296852607709751,0.6296852607709751,0.6296852607709751,0.19619047619047614
slp,flt,egn,125,4,3,0.001,61,4,0.5159112825458052,0.5178422619047619,0.5159112825458052,0.5197040287261403,0.5198585920501038,0.5159112825458052,0.5178422619047619,0.5159112825458052,0.5159112825458052,0.5051389786683904,0.5042236848748847,0.5690848214285714,0.5690848214285714,0.5690848214285714,0.03554185394195175
slp,flt,egn,125,5,3,0.001,61,4,0.6065259117082533,0.6061195542046606,0.6065259117082533,0.6073535714951268,0.6072944529389216,0.6065259117082533,0.6061195542046606,0.6065259117082533,0.6065259117082533,0.6052169541770009,0.6053914818478346,0.569203278990513,0.569203278990513,0.569203278990513,0.2124018774634333
slp,flt,egn,125,6,3,0.001,61,4,0.5365079365079365,0.5364992150706436,0.5365079365079365,0.5364495149023085,0.5371311003013011,0.5365079365079365,0.5364992150706436,0.5365079365079365,0.5365079365079365,0.5363204968498785,0.5366657804305116,0.5691141511549674,0.5691141511549674,0.5691141511549674,0.07290686735653817
slp,flt,egn,125,7,3,0.001,61,4,0.5803996194100857,0.5804526525439073,0.5803996194100857,0.5814621161010237,0.5814711972693223,0.5803996194100857,0.5804526525439073,0.5803996194100857,0.5803996194100857,0.5791178465670878,0.579095747035312,0.628803186673909,0.628803186673909,0.628803186673909,0.160888118053657
slp,flt,egn,125,8,3,0.001,61,4,0.5483558994197292,0.5520946767705117,0.5483558994197292,0.5678120494135068,0.568437146602062,0.5483558994197292,0.5520946767705117,0.5483558994197292,0.5483558994197292,0.522411294908884,0.5206888315388695,0.7133726260641782,0.7133726260641782,0.7133726260641782,0.10339385251837308
slp,flt,egn,125,9,3,0.001,61,4,0.5292153589315526,0.5289130434782608,0.5292153589315526,0.5332807206652295,0.53326198627936,0.5292153589315526,0.5289130434782608,0.5292153589315526,0.5292153589315526,0.5130923555863024,0.5132402730481854,0.5293227424749164,0.5293227424749164,0.5293227424749164,0.05786091961716089
slp,flt,egn,125,10,3,0.001,61,4,0.6618635926993276,0.6632170542635659,0.6618635926993276,0.6805908396572428,0.6811126514919834,0.6618635926993276,0.6632170542635659,0.6618635926993276,0.6618635926993276,0.6539934581769011,0.6535423039686092,0.7304392764857881,0.7304392764857881,0.7304392764857881,0.3255364498779666
slp,flt,egn,125,1,4,0.001,61,4,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6910591591941306,0.6910591591941307,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6904761904761905,0.6902399018207994,0.6902399018207994,0.7458467120181407,0.7458467120181407,0.7458467120181407,0.38095238095238093
slp,flt,egn,125,2,4,0.001,61,4,0.6798839458413927,0.6809598652820656,0.6798839458413927,0.6841974951243296,0.6846976167803224,0.6798839458413927,0.6809598652820656,0.6798839458413927,0.6798839458413927,0.6787659500579576,0.6784727052623025,0.7571035644120123,0.7571035644120123,0.7571035644120123,0.361087361531655
slp,flt,egn,125,3,4,0.001,61,4,0.5742857142857143,0.5742857142857143,0.5742857142857143,0.5756696626555894,0.5756696626555894,0.5742857142857143,0.5742857142857143,0.5742857142857143,0.5742857142857143,0.5723302647297075,0.5723302647297076,0.6190403628117914,0.6190403628117914,0.6190403628117914,0.14857142857142858
slp,flt,egn,125,4,4,0.001,61,4,0.5805207328833173,0.5790885416666667,0.5805207328833173,0.5835120717153385,0.5833493629085759,0.5805207328833173,0.5790885416666667,0.5805207328833173,0.5805207328833173,0.5742350350592217,0.5748835594378983,0.6088281249999999,0.6088281249999999,0.6088281249999999,0.1586104888544032
slp,flt,egn,125,5,4,0.001,61,4,0.654510556621881,0.6555365202173713,0.654510556621881,0.6672622891714244,0.667631904607643,0.654510556621881,0.6555365202173713,0.654510556621881,0.654510556621881,0.648700890047649,0.6483540442820233,0.7927677995763102,0.7927677995763102,0.7927677995763102,0.31042343001474293
slp,flt,egn,125,6,4,0.001,61,4,0.6878306878306878,0.6891679748822606,0.6878306878306878,0.6895505617977529,0.6906450270495214,0.6878306878306878,0.6891679748822606,0.6878306878306878,0.6878306878306878,0.6877957275247082,0.6876733664537792,0.7498048889885625,0.7498048889885625,0.7498048889885625,0.37700430191630807
slp,flt,egn,125,7,4,0.001,61,4,0.6641294005708849,0.664037660691653,0.6641294005708849,0.6703943606873101,0.6703634988148155,0.6641294005708849,0.664037660691653,0.6641294005708849,0.6641294005708849,0.6609358278262507,0.6609671373629628,0.7362303096143402,0.7362303096143402,0.7362303096143402,0.32813532802486056
slp,flt,egn,125,8,4,0.001,61,4,0.5618955512572534,0.5664758162597062,0.5618955512572534,0.6019372905476748,0.6029875656766038,0.5618955512572534,0.5664758162597062,0.5618955512572534,0.5618955512572534,0.5225001962389405,0.5203778875510853,0.748141079614557,0.748141079614557,0.748141079614557,0.13171739041778974
slp,flt,egn,125,9,4,0.001,61,4,0.494991652754591,0.49517279821627647,0.494991652754591,0.49493420610059635,0.4949337642032579,0.494991652754591,0.49517279821627647,0.494991652754591,0.494991652754591,0.48906745770191384,0.48897560971660103,0.48426421404682274,0.48426421404682274,0.48426421404682274,-0.009650879974145488
slp,flt,egn,125,10,4,0.001,61,4,0.6695485110470701,0.6705204872646733,0.6695485110470701,0.6793384579548101,0.679719884457709,0.6695485110470701,0.6705204872646733,0.6695485110470701,0.6695485110470701,0.6657482078853045,0.6654400751965128,0.6725286083425619,0.6725286083425619,0.6725286083425619,0.3403625110521662
slp,flt,egn,125,1,5,0.001,61,4,0.43714285714285717,0.43714285714285717,0.43714285714285717,0.40926659125188536,0.40926659125188536,0.43714285714285717,0.43714285714285717,0.43714285714285717,0.43714285714285717,0.3903139949244414,0.3903139949244414,0.47591473922902494,0.47591473922902494,0.47591473922902494,-0.12571428571428567
slp,flt,egn,125,2,5,0.001,61,4,0.562862669245648,0.5573393207970812,0.562862669245648,0.6175137473253112,0.616332102393859,0.562862669245648,0.5573393207970812,0.562862669245648,0.562862669245648,0.4954311476542527,0.4982853919544176,0.6320778370287212,0.6320778370287212,0.6320778370287212,0.11593506577030899
slp,flt,egn,125,3,5,0.001,61,4,0.6419047619047619,0.641904761904762,0.6419047619047619,0.6728034249208054,0.6728034249208054,0.6419047619047619,0.641904761904762,0.6419047619047619,0.6419047619047619,0.6251481177650169,0.6251481177650168,0.7580444444444445,0.7580444444444445,0.7580444444444445,0.28380952380952384
slp,flt,egn,125,4,5,0.001,61,4,0.4734811957569913,0.4771223958333333,0.4734811957569913,0.46544059795436665,0.46526725173308286,0.4734811957569913,0.4771223958333333,0.4734811957569913,0.4734811957569913,0.4271205167431582,0.4250775037696673,0.5358556547619048,0.5358556547619048,0.5358556547619048,-0.045416946699064376
slp,flt,egn,125,5,5,0.001,61,4,0.5412667946257198,0.5411365939025514,0.5412667946257198,0.5411833267556074,0.5412018751711879,0.5412667946257198,0.5411365939025514,0.5412667946257198,0.5412667946257198,0.5410622143594279,0.5411366071835341,0.5413244911117252,0.5413244911117252,0.5413244911117252,0.08229016578901793
slp,flt,egn,125,6,5,0.001,61,4,0.6317460317460317,0.6387755102040816,0.6317460317460317,0.6604721844755869,0.6633530307378632,0.6317460317460317,0.6387755102040816,0.6317460317460317,0.6317460317460317,0.621293080416778,0.6189628046427406,0.6919466248037676,0.6919466248037676,0.6919466248037676,0.2734302505412929
slp,flt,egn,125,7,5,0.001,61,4,0.5185537583254044,0.5189244975556763,0.5185537583254044,0.5481836621796053,0.5482198403283896,0.5185537583254044,0.5189244975556763,0.5185537583254044,0.5185537583254044,0.4326313318823881,0.4324212526001313,0.6248669201520913,0.6248669201520913,0.6248669201520913,0.03782091874581606
slp,flt,egn,125,8,5,0.001,61,4,0.5793036750483559,0.5821517447843577,0.5793036750483559,0.5948015269812754,0.5954575207138858,0.5793036750483559,0.5821517447843577,0.5793036750483559,0.5793036750483559,0.566005239315126,0.5648296869851168,0.7374796519786697,0.7374796519786697,0.7374796519786697,0.16334016614521518
slp,flt,egn,125,9,5,0.001,61,4,0.4958263772954925,0.495716276477146,0.4958263772954925,0.49564045836169734,0.49564281176592256,0.4958263772954925,0.495716276477146,0.4958263772954925,0.4958263772954925,0.4935680471219286,0.4936245053762677,0.5157859531772575,0.5157859531772575,0.5157859531772575,-0.008569309939173042
slp,flt,egn,125,10,5,0.001,61,4,0.5917387127761767,0.5921982281284607,0.5917387127761767,0.5932132860608322,0.5933350398182808,0.5917387127761767,0.5921982281284607,0.5917387127761767,0.5917387127761767,0.5907946958002406,0.5906247727445721,0.6029235880398671,0.6029235880398671,0.6029235880398671,0.18421591242248725
slp,ica,egn,125,1,1,0.001,61,4,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5748325720078211,0.5748325720078211,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.5664987714987715,0.5664987714987715,0.6235197907768543,0.6235197907768543,0.6235197907768543,0.1428571428571429
slp,ica,egn,125,2,1,0.001,61,4,0.5633946830265849,0.5569362118657893,0.5633946830265849,0.6523301101262422,0.6504916516849056,0.5633946830265849,0.5569362118657893,0.5633946830265849,0.5633946830265849,0.47829183006250164,0.4817390342331987,0.604784632953647,0.604784632953647,0.604784632953647,0.11533523991102634
slp,ica,egn,125,3,1,0.001,61,4,0.7313883299798792,0.7313883299798793,0.7313883299798792,0.8025226541327913,0.8025226541327913,0.7313883299798792,0.7313883299798793,0.7313883299798792,0.7313883299798793,0.7146119973547107,0.7146119973547108,0.7540373022845321,0.7540373022845321,0.7540373022845321,0.4627766599597586
slp,ica,egn,125,4,1,0.001,61,4,0.6085626911314985,0.6083858523039061,0.6085626911314985,0.6084616024627673,0.6085069180728881,0.6085626911314985,0.6083858523039061,0.6085626911314985,0.6085626911314985,0.6083832335329342,0.6084943263320455,0.6537863544905798,0.6537863544905798,0.6537863544905798,0.21681857494511347
slp,ica,egn,125,5,1,0.001,61,4,0.7586206896551724,0.7584566704933076,0.7586206896551724,0.7589553315606126,0.7588944875778053,0.7586206896551724,0.7584566704933076,0.7586206896551724,0.7586206896551724,0.7584527338603425,0.7585044125664441,0.8281385655445969,0.8281385655445969,0.8281385655445969,0.5170665250801569
slp,ica,egn,125,6,1,0.001,61,4,0.6422947131608548,0.6502554822226954,0.6422947131608548,0.6773559504577276,0.6808721203872133,0.6422947131608548,0.6502554822226954,0.6422947131608548,0.6422947131608548,0.6307792370623453,0.6282120927091743,0.6780467775783936,0.6780467775783936,0.6780467775783936,0.2954783336822274
slp,ica,egn,125,7,1,0.001,61,4,0.35175879396984927,0.3519611645778284,0.35175879396984927,0.3232540302740876,0.32318294607534503,0.35175879396984927,0.3519611645778284,0.35175879396984927,0.35175879396984927,0.3244651456540617,0.32432867741248284,0.30578248608114544,0.30578248608114544,0.30578248608114544,-0.29595749707701513
slp,ica,egn,125,8,1,0.001,61,4,0.7259713701431493,0.7239905127229072,0.7259713701431493,0.7387942221845636,0.7379533794277496,0.7259713701431493,0.7239905127229072,0.7259713701431493,0.7259713701431494,0.7210425039166269,0.7216491336060451,0.7742504925603517,0.7742504925603517,0.7742504925603517,0.44969661340779776
slp,ica,egn,125,9,1,0.001,61,4,0.5211640211640212,0.5203677897775345,0.5211640211640212,0.6103378549161682,0.610163687272121,0.5211640211640212,0.5203677897775345,0.5211640211640212,0.5211640211640212,0.39795675932525537,0.39843709952735584,0.5266355198327776,0.5266355198327776,0.5266355198327776,0.04080043118354282
slp,ica,egn,125,10,1,0.001,61,4,0.5137055837563452,0.5118559718969555,0.5137055837563452,0.5141820710607824,0.5141713232268478,0.5137055837563452,0.5118559718969555,0.5137055837563452,0.5137055837563452,0.49191209647978856,0.49287357385963665,0.5813899792195798,0.5813899792195798,0.5813899792195798,0.023798045589126904
slp,ica,egn,125,1,2,0.001,61,4,0.5915492957746479,0.5915492957746479,0.5915492957746479,0.6076090318589545,0.6076090318589545,0.5915492957746479,0.5915492957746479,0.5915492957746479,0.5915492957746479,0.5757192179752979,0.5757192179752979,0.6687812994668211,0.6687812994668211,0.6687812994668211,0.18309859154929575
slp,ica,egn,125,2,2,0.001,61,4,0.5685071574642127,0.5675215534370464,0.5685071574642127,0.5685352898467653,0.5685315388624249,0.5685071574642127,0.5675215534370464,0.5685071574642127,0.5685071574642127,0.5664110268316769,0.5669042340393323,0.6157485453260101,0.6157485453260101,0.6157485453260101,0.1352785145888593
slp,ica,egn,125,3,2,0.001,61,4,0.6871227364185111,0.6871227364185111,0.6871227364185111,0.7045321792693288,0.7045321792693288,0.6871227364185111,0.6871227364185111,0.6871227364185111,0.6871227364185111,0.6803200790890693,0.6803200790890692,0.7523086203336722,0.7523086203336722,0.7523086203336722,0.37424547283702214
slp,ica,egn,125,4,2,0.001,61,4,0.4872579001019368,0.4888296722483662,0.4872579001019368,0.4881639341373812,0.48821448539257767,0.4872579001019368,0.4888296722483662,0.4872579001019368,0.4872579001019368,0.48072897867007064,0.4799573788644865,0.5434882019389061,0.5434882019389061,0.5434882019389061,-0.022266648711919412
slp,ica,egn,125,5,2,0.001,61,4,0.4381338742393509,0.43926544954800373,0.4381338742393509,0.4341063815539832,0.4339896426355667,0.4381338742393509,0.43926544954800373,0.4381338742393509,0.4381338742393509,0.42756120053655267,0.4269299961363856,0.5505672069225167,0.5505672069225167,0.5505672069225167,-0.12118587362120836
slp,ica,egn,125,6,2,0.001,61,4,0.641169853768279,0.6426087573628557,0.641169853768279,0.6429348046986141,0.6440579552906455,0.641169853768279,0.6426087573628557,0.641169853768279,0.641169853768279,0.6411244449337591,0.6409655140129392,0.7214939627117614,0.7214939627117614,0.7214939627117614,0.284083479121384
slp,ica,egn,125,7,2,0.001,61,4,0.6110552763819096,0.6110316517579372,0.6110552763819096,0.6112798334912575,0.6112750556804203,0.6110552763819096,0.6110316517579372,0.6110552763819096,0.6110552763819096,0.6108288552517613,0.6108382894655175,0.6301382592745227,0.6301382592745227,0.6301382592745227,0.222073621838061
slp,ica,egn,125,8,2,0.001,61,4,0.6625766871165644,0.6647954253588056,0.6625766871165644,0.6772807250439878,0.6781855889164445,0.6625766871165644,0.6647954253588056,0.6625766871165644,0.6625766871165644,0.6572429906542057,0.6565434894788142,0.8036451557578319,0.8036451557578319,0.8036451557578319,0.32807574918492166
slp,ica,egn,125,9,2,0.001,61,4,0.5379188712522046,0.5378738864281093,0.5379188712522046,0.5379731044634615,0.5379712343527284,0.5379188712522046,0.5378738864281093,0.5379188712522046,0.5379188712522046,0.537595248767369,0.5376168235996913,0.5514513761011297,0.5514513761011297,0.5514513761011297,0.07575437068375546
slp,ica,egn,125,10,2,0.001,61,4,0.6335025380710659,0.6336110927862255,0.6335025380710659,0.6336606914529421,0.6337284714737462,0.6335025380710659,0.6336110927862255,0.6335025380710659,0.6335025380710659,0.6334889387531708,0.6334685397763279,0.6873659992743345,0.6873659992743345,0.6873659992743345,0.2671478358721123
slp,ica,egn,125,1,3,0.001,61,4,0.5442655935613682,0.5442655935613682,0.5442655935613682,0.5482609463276836,0.5482609463276836,0.5442655935613682,0.5442655935613682,0.5442655935613682,0.5442655935613682,0.5346340949185964,0.5346340949185965,0.6136699472488858,0.6136699472488858,0.6136699472488858,0.08853118712273644
slp,ica,egn,125,2,3,0.001,61,4,0.6697341513292433,0.6650108551517002,0.6697341513292433,0.749829001367989,0.7475807248756733,0.6697341513292433,0.6650108551517002,0.6697341513292433,0.6697341513292433,0.6371682737312422,0.6389466151700408,0.779621596523005,0.779621596523005,0.779621596523005,0.33310955451125435
slp,ica,egn,125,3,3,0.001,61,4,0.7203219315895373,0.7203219315895373,0.7203219315895373,0.7247809870760691,0.724780987076069,0.7203219315895373,0.7203219315895373,0.7203219315895373,0.7203219315895373,0.7189280018227386,0.7189280018227386,0.7664619507791213,0.7664619507791213,0.7664619507791213,0.44064386317907445
slp,ica,egn,125,4,3,0.001,61,4,0.508664627930683,0.5122262500623576,0.508664627930683,0.5171829537620211,0.5173930832417315,0.508664627930683,0.5122262500623576,0.508664627930683,0.508664627930683,0.47245825114469076,0.4706268001788623,0.5531910471091008,0.5531910471091008,0.5531910471091008,0.024275390729788793
slp,ica,egn,125,5,3,0.001,61,4,0.6064908722109533,0.6061028749182209,0.6064908722109533,0.6071112588008059,0.6070595599183182,0.6064908722109533,0.6061028749182209,0.6064908722109533,0.6064908722109533,0.6053933400172461,0.6055621911239703,0.5975484810704719,0.5975484810704719,0.5975484810704719,0.2123595366820803
slp,ica,egn,125,6,3,0.001,61,4,0.578177727784027,0.5787204598680009,0.578177727784027,0.5786343612334801,0.5794755281140518,0.578177727784027,0.5787204598680009,0.578177727784027,0.578177727784027,0.5781435659538606,0.5782930239608387,0.6109624177539869,0.6109624177539869,0.6109624177539869,0.15706472680932404
slp,ica,egn,125,7,3,0.001,61,4,0.5306532663316583,0.5309992485030666,0.5306532663316583,0.5589285714285714,0.5589698492462312,0.5306532663316583,0.5309992485030666,0.5306532663316583,0.5306532663316583,0.46777487483692437,0.4675910198910333,0.6251606021672202,0.6251606021672202,0.6251606021672202,0.06195556721946882
